spp,t_c,block,sample,date,time,conductance,temp_C,sample_ID,sensor_serial_num,sensor_calNum,leaf_sensor_RH,filter_sensor_RH,pre_post
BA,T,A,1,8/29/16,9:36:00,500.5,29.3,BATA1,LPS2641,2503702,60.2,27.1,pre
BA,T,A,2,8/29/16,9:39:00,400,29.7,BATA2,LPS2641,2503702,57.3,25.9,pre
BA,T,A,3,8/29/16,9:41:00,384.7,29.9,BATA3,LPS2641,2503702,57.2,26.4,pre
BA,T,A,4,8/29/16,9:43:00,302.8,29.9,BATA4,LPS2641,2503702,53.6,24.5,pre
SF,T,B,1,8/29/16,9:45:00,580.6,29.9,SFTB1,LPS2641,2503702,61.4,27,pre
SF,T,B,2,8/29/16,9:48:00,589.5,30.2,SFTB2,LPS2641,2503702,62.4,28.5,pre
SF,T,B,3,8/29/16,9:50:00,553.1,30,SFTB3,LPS2641,2503702,61.7,28.3,pre
SF,T,B,4,8/29/16,9:53:00,306.1,30.1,SFTB4,LPS2641,2503702,53.9,24.9,pre
PB,T,B,1,8/29/16,9:55:00,343.6,30.2,PBTB1,LPS2641,2503702,55.4,25.3,pre
PB,T,B,2,8/29/16,9:57:00,336.4,30.1,PBTB2,LPS2641,2503702,55.1,25.2,pre
PB,T,B,3,8/29/16,10:00:00,424.3,30.3,PBTB3,LPS2641,2503702,58.3,26.6,pre
PB,T,B,4,8/29/16,10:02:00,290.5,30.5,PBTB4,LPS2641,2503702,52.9,24.2,pre
DW,T,B,1,8/29/16,10:04:00,256.6,30.7,DWTB1,LPS2641,2503702,51.3,23.6,pre
DW,T,B,2,8/29/16,10:06:00,506.3,30.7,DWTB2,LPS2641,2503702,60.5,27.7,pre
DW,T,B,3,8/29/16,10:08:00,249.3,30.6,DWTB3,LPS2641,2503702,51,23.6,pre
DW,T,B,4,8/29/16,10:10:00,283.4,30.7,DWTB4,LPS2641,2503702,52.7,24.2,pre
SF,T,A,1,8/29/16,10:14:00,750.1,30.7,SFTA1,LPS2641,2503702,64.8,29.3,pre
SF,T,A,4,8/29/16,10:16:00,789.9,30.7,SFTA4,LPS2641,2503702,65.3,29.5,pre
SF,T,A,3,8/29/16,10:19:00,701.8,30.8,SFTA3,LPS2641,2503702,63.8,28.5,pre
SF,T,A,2,8/29/16,10:21:00,331.4,30.6,SFTA2,LPS2641,2503702,54.6,24.6,pre
BA,T,B,1,8/29/16,10:23:00,378.2,30.7,BATB1,LPS2641,2503702,56.3,25.1,pre
BA,T,B,2,8/29/16,10:26:00,360.8,30.4,BATB2,LPS2641,2503702,56.8,26.7,pre
BA,T,B,3,8/29/16,10:29:00,308.6,30.3,BATB3,LPS2641,2503702,53.8,24.5,pre
BA,T,B,4,8/29/16,10:30:00,475.7,30.2,BATB4,LPS2641,2503702,59.5,26.8,pre
PB,T,A,1,8/29/16,10:32:00,447.4,30.1,PBTA1,LPS2641,2503702,58.6,26.3,pre
PB,T,A,2,8/29/16,10:34:00,571.8,30.1,PBTA2,LPS2641,2503702,61.7,27.7,pre
PB,T,A,3,8/29/16,10:36:00,510.7,30.2,PBTA3,LPS2641,2503702,60.7,27.9,pre
PB,T,A,4,8/29/16,10:38:00,398.1,30.3,PBTA4,LPS2641,2503702,57.2,25.8,pre
DW,T,A,1,8/29/16,10:40:00,140.6,30.2,DWTA1,LPS2641,2503702,42,19.9,pre
DW,T,A,2,8/29/16,10:42:00,416.4,30.2,DWTA2,LPS2641,2503702,57.5,25.6,pre
DW,T,A,3,8/29/16,10:44:00,418.7,30.5,DWTA3,LPS2641,2503702,58.2,26.6,pre
DW,T,A,4,8/29/16,10:46:00,727.2,30.9,DWTA4,LPS2641,2503702,63.9,28.1,pre
BA,T,A,5,8/29/16,10:53:00,577.9,32.1,BATA5,LPS2641,2503702,60.8,26,post
BA,T,A,6,8/29/16,10:55:00,331.2,31.7,BATA6,LPS2641,2503702,54.9,25.1,post
BA,T,A,7,8/29/16,10:57:00,513.1,31.3,BATA7,LPS2641,2503702,60.3,27.1,post
BA,T,A,8,8/29/16,11:00:00,625.2,30.9,BATA8,LPS2641,2503702,62.5,27.8,post
BA,C,A,1,8/29/16,11:02:00,622.1,30.8,BACA1,LPS2641,2503702,62.9,28.6,na
BA,C,A,2,8/29/16,11:05:00,590.6,30.7,BACA2,LPS2641,2503702,62.2,28.2,na
BA,C,A,3,8/29/16,11:08:00,286.5,30.8,BACA3,LPS2641,2503702,52.2,23.3,na
BA,C,A,4,8/29/16,11:10:00,656.6,30.8,BACA4,LPS2641,2503702,63.3,28.5,na
BA,C,A,5,8/29/16,11:12:00,492,31.1,BACA5,LPS2641,2503702,59.9,27,na
BA,C,A,6,8/29/16,11:14:00,326.8,30.5,BACA6,LPS2641,2503702,54.2,24.1,na
BA,C,A,7,8/29/16,11:16:00,519.5,30.4,BACA7,LPS2641,2503702,60.7,27.6,na
BA,C,A,8,8/29/16,11:18:00,551.6,30.4,BACA8,LPS2641,2503702,61.5,27.9,na
SF,T,B,5,8/29/16,11:24:00,832.5,31.3,SFTB5,LPS2641,2503702,64.7,27.5,post
SF,T,B,6,8/29/16,11:27:00,816.2,31.1,SFTB6,LPS2641,2503702,65.6,29.6,post
SF,T,B,7,8/29/16,11:29:00,731.2,30.8,SFTB7,LPS2641,2503702,64.4,29,post
SF,T,B,8,8/29/16,11:31:00,703,30.7,SFTB8,LPS2641,2503702,63.1,27.1,post
PB,T,B,5,8/29/16,11:37:00,567.8,30.9,PBTB5,LPS2641,2503702,60.8,26.2,post
PB,T,B,6,8/29/16,11:39:00,641.7,30.6,PBTB6,LPS2641,2503702,62.7,27.8,post
PB,T,B,7,8/29/16,11:42:00,722.3,30.5,PBTB7,LPS2641,2503702,64.3,29,post
PB,T,B,8,8/29/16,11:44:00,687.5,30.5,PBTB8,LPS2641,2503702,63.1,27.4,post
DW,T,B,5,8/29/16,11:54:00,1049.9,31.7,DWTB5,LPS2641,2503702,63.7,21.6,post
DW,T,B,6,8/29/16,11:56:00,454.9,31.4,DWTB6,LPS2641,2503702,58.9,26.6,post
SF,T,A,5,8/29/16,12:09:00,1079.5,33.6,SFTA5,LPS2641,2503702,67.3,28.9,post
SF,T,A,6,8/29/16,12:12:00,961.7,32.2,SFTA6,LPS2641,2503702,67.1,30.2,post
SF,T,A,7,8/29/16,12:14:00,994.8,31.8,SFTA7,LPS2641,2503702,67.6,30.8,post
SF,T,A,8,8/29/16,12:16:00,502.6,31.4,SFTA8,LPS2641,2503702,60.1,27.1,post
BA,T,B,5,8/29/16,12:25:00,472.9,31.2,BATB5,LPS2641,2503702,58,24.4,post
BA,T,B,6,8/29/16,12:27:00,692.7,31,BATB6,LPS2641,2503702,63.4,28,post
BA,T,B,7,8/29/16,12:29:00,554.2,30.7,BATB7,LPS2641,2503702,60.8,26.7,post
BA,T,B,8,8/29/16,12:32:00,660.4,30.2,BATB8,LPS2641,2503702,63.1,28.2,post
DW,T,B,7,8/29/16,12:43:00,105.4,32.3,DWTB7,LPS2641,2503702,44.8,27.8,post
DW,T,B,8,8/29/16,12:46:00,372.7,32.5,DWTB8,LPS2641,2503702,55.8,24.6,post
PB,T,A,5,8/29/16,13:39:00,301.5,31.4,PBTA5,LPS2641,2503702,49.4,17.8,post
PB,T,A,6,8/29/16,13:41:00,811,31.3,PBTA6,LPS2641,2503702,65.3,29.1,post
PB,T,A,7,8/29/16,13:43:00,723.6,30.8,PBTA7,LPS2641,2503702,64.4,29.2,post
PB,T,A,8,8/29/16,13:45:00,60.4,30.8,PBTA8,LPS2641,2503702,30.9,17.1,post
DW,T,A,5,8/29/16,13:47:00,336.7,30.6,DWTA5,LPS2641,2503702,55.6,25.9,post
DW,T,A,6,8/29/16,13:50:00,240.9,30.6,DWTA6,LPS2641,2503702,49.7,22.3,post
DW,T,A,7,8/29/16,13:52:00,493.3,30.6,DWTA7,LPS2641,2503702,59.8,26.7,post
DW,T,A,8,8/29/16,13:54:00,703,30.6,DWTA8,LPS2641,2503702,63.6,28,post
SF,C,B,1,8/29/16,13:57:00,724.8,30.3,SFCB1,LPS2641,2503702,62.2,24.8,na
SF,C,B,2,8/29/16,13:59:00,1143.6,30.3,SFCB2,LPS2641,2503702,65.2,23.2,na
SF,C,B,3,8/29/16,14:01:00,845.4,30.1,SFCB3,LPS2641,2503702,65.8,29.4,na
SF,C,B,4,8/29/16,14:03:00,1028.5,30.1,SFCB4,LPS2641,2503702,63.6,21.5,na
SF,C,B,5,8/29/16,14:06:00,857.3,30.3,SFCB5,LPS2641,2503702,65.3,28.2,na
SF,C,B,7,8/29/16,14:08:00,722.5,29.8,SFCB7,LPS2641,2503702,62.8,26,na
SF,C,B,6,8/29/16,14:10:00,812.5,29.7,SFCB6,LPS2641,2503702,63.9,26.2,na
SF,C,B,8,8/29/16,14:13:00,743.6,29.7,SFCB8,LPS2641,2503702,62.1,24.1,na
PB,C,B,1,8/29/16,14:15:00,874.3,29.8,PBCB1,LPS2641,2503702,65.9,29.1,na
PB,C,B,2,8/29/16,14:18:00,796.8,30,PBCB2,LPS2641,2503702,65.4,29.5,na
PB,C,B,3,8/29/16,14:20:00,769,30.3,PBCB3,LPS2641,2503702,64.8,29,na
PB,C,B,4,8/29/16,14:22:00,575.5,30.5,PBCB4,LPS2641,2503702,61.6,27.4,na
PB,C,B,5,8/29/16,14:24:00,87.6,30.5,PBCB5,LPS2641,2503702,33.6,15.7,na
PB,C,B,6,8/29/16,14:28:00,889.2,31.3,PBCB6,LPS2641,2503702,66.5,30.1,na
PB,C,B,7,8/29/16,14:30:00,124.3,30.9,PBCB7,LPS2641,2503702,39.9,18.8,na
PB,C,B,8,8/29/16,14:31:00,72.7,30.7,PBCB8,LPS2641,2503702,30.9,14.8,na
DW,C,B,1,8/29/16,14:33:00,740.7,30.9,DWCB1,LPS2641,2503702,64.7,29.4,na
DW,C,B,2,8/29/16,14:35:00,785.7,31.2,DWCB2,LPS2641,2503702,65.4,29.9,na
DW,C,B,3,8/29/16,14:36:00,570.3,31.3,DWCB3,LPS2641,2503702,61.6,27.7,na
DW,C,A,1,8/29/16,14:38:00,377.1,30.4,DWCA1,LPS2633,2704108,59.3,28.7,na
DW,C,B,4,8/29/16,14:38:00,574.8,31.2,DWCB4,LPS2641,2503702,61.8,27.9,na
DW,C,A,2,8/29/16,14:39:00,497.5,30.9,DWCA2,LPS2633,2704108,62.6,30.1,na
DW,C,B,5,8/29/16,14:40:00,562.3,31.4,DWCB5,LPS2641,2503702,61.7,28.1,na
DW,C,A,3,8/29/16,14:41:00,72.1,31.5,DWCA3,LPS2633,2704108,33,16.3,na
DW,C,A,4,8/29/16,14:42:00,416.2,31.9,DWCA4,LPS2633,2704108,60.1,28.5,na
DW,C,B,6,8/29/16,14:42:00,549.4,31.7,DWCB6,LPS2641,2503702,61.2,27.7,na
DW,C,A,5,8/29/16,14:44:00,423.3,32.1,DWCA5,LPS2633,2704108,61.2,30.2,na
DW,C,B,7,8/29/16,14:44:00,595,31.6,DWCB7,LPS2641,2503702,61.8,27.4,na
DW,C,A,6,8/29/16,14:45:00,349.9,32.2,DWCA6,LPS2633,2704108,59.1,29.7,na
DW,C,B,8,8/29/16,14:46:00,696.3,32,DWCB8,LPS2641,2503702,63.6,28.3,na
DW,C,A,7,8/29/16,14:47:00,375.9,32.5,DWCA7,LPS2633,2704108,59.4,29.1,na
SF,C,A,1,8/29/16,14:47:00,423.9,32,SFCA1,LPS2641,2503702,57.7,25.8,na
DW,C,A,8,8/29/16,14:48:00,433.5,32.4,DWCA8,LPS2633,2704108,61.3,30.1,na
SF,C,A,2,8/29/16,14:49:00,961.9,31.7,SFCA2,LPS2641,2503702,67.5,31,na
PB,C,A,1,8/29/16,14:50:00,482.6,32.1,PBCA1,LPS2633,2704108,62.5,30.6,na
SF,C,A,3,8/29/16,14:51:00,868.6,31.3,SFCA3,LPS2641,2503702,66.4,30.2,na
PB,C,A,2,8/29/16,14:52:00,81.5,31.9,PBCA2,LPS2633,2704108,36.1,18.5,na
PB,C,A,3,8/29/16,14:53:00,265.4,31.9,PBCA3,LPS2633,2704108,54.8,27,na
SF,C,A,4,8/29/16,14:53:00,405,30.9,SFCA4,LPS2641,2503702,57.6,26.3,na
PB,C,A,4,8/29/16,14:55:00,159.1,31.8,PBCA4,LPS2633,2704108,46.5,22.8,na
SF,C,A,5,8/29/16,14:55:00,825.2,30.7,SFCA5,LPS2641,2503702,66,30.3,na
PB,C,A,5,8/29/16,14:56:00,223.2,31.6,PBCA5,LPS2633,2704108,52,25.4,na
PB,C,A,6,8/29/16,14:57:00,575.2,31.5,PBCA6,LPS2633,2704108,64.3,31.1,na
SF,C,A,6,8/29/16,14:57:00,795,30.4,SFCA6,LPS2641,2503702,64.3,27.4,na
PB,C,A,7,8/29/16,14:59:00,127.2,31.3,PBCA7,LPS2633,2704108,43.5,21.9,na
SF,C,A,7,8/29/16,14:59:00,771.9,30.1,SFCA7,LPS2641,2503702,65.1,29.4,na
PB,C,A,8,8/29/16,15:00:00,621.9,31.3,PBCA8,LPS2633,2704108,65.3,31.8,na
SF,C,A,8,8/29/16,15:01:00,953.5,30.2,SFCA8,LPS2641,2503702,67.4,30.8,na
BA,T,A,1,8/31/16,9:42:00,428.1,27.4,BATA1,LPS2641,2503503,55.6,22.6,pre
BA,T,A,2,8/31/16,9:44:00,416,27.6,BATA2,LPS2641,2503503,55.3,22.6,pre
BA,T,A,3,8/31/16,9:47:00,294.7,27.9,BATA3,LPS2641,2503503,50.4,20.6,pre
BA,T,A,4,8/31/16,9:48:00,389.4,28,BATA4,LPS2641,2503503,54.6,22.7,pre
SF,T,B,1,8/31/16,9:51:00,696.2,28.1,SFTB1,LPS2641,2503503,62.5,26.8,pre
SF,T,B,2,8/31/16,9:53:00,644.4,28.1,SFTB2,LPS2641,2503503,61.5,26.3,pre
SF,T,B,3,8/31/16,9:56:00,410.8,28.2,SFTB3,LPS2641,2503503,55.8,23.8,pre
SF,T,B,4,8/31/16,9:58:00,705.5,28.2,SFTB4,LPS2641,2503503,62.9,27.3,pre
PB,T,B,1,8/31/16,10:00:00,394,28,PBTB1,LPS2641,2503503,55.3,23.5,pre
PB,T,B,2,8/31/16,10:02:00,269.5,28.1,PBTB2,LPS2641,2503503,49.7,21.2,pre
PB,T,B,3,8/31/16,10:03:00,466.2,28,PBTB3,LPS2641,2503503,57.7,24.8,pre
PB,T,B,4,8/31/16,10:05:00,677.7,28.1,PBTB4,LPS2641,2503503,62.3,26.9,pre
DW,T,B,1,8/31/16,10:07:00,507.7,28.1,DWTB1,LPS2641,2503503,58.6,24.9,pre
DW,T,B,2,8/31/16,10:09:00,306.5,28.1,DWTB2,LPS2641,2503503,52,22.4,pre
DW,T,B,3,8/31/16,10:10:00,374.8,28.2,DWTB3,LPS2641,2503503,54.9,23.8,pre
DW,T,B,4,8/31/16,10:12:00,101,28.1,DWTB4,LPS2641,2503503,33.9,14.8,pre
SF,T,A,1,8/31/16,10:14:00,664.3,27.9,SFTA1,LPS2641,2503503,62.1,26.8,pre
SF,T,A,2,8/31/16,10:16:00,670.5,27.7,SFTA2,LPS2641,2503503,61.9,26.2,pre
SF,T,A,4,8/31/16,10:18:00,735.5,27.5,SFTA4,LPS2641,2503503,63.2,27.3,pre
SF,T,A,3,8/31/16,10:19:00,737.8,27.4,SFTA3,LPS2641,2503503,63.2,27.1,pre
BA,T,B,1,8/31/16,10:22:00,496.9,27.6,BATB1,LPS2641,2503503,58.3,24.7,pre
BA,T,B,2,8/31/16,10:24:00,486.3,27.7,BATB2,LPS2641,2503503,57.8,24.2,pre
BA,T,B,3,8/31/16,10:25:00,375.9,27.8,BATB3,LPS2641,2503503,54.6,23.2,pre
BA,T,B,4,8/31/16,10:27:00,355.9,27.9,BATB4,LPS2641,2503503,53.8,22.8,pre
PB,T,A,1,8/31/16,10:31:00,602.5,27.9,PBTA1,LPS2641,2503503,60.8,26.1,pre
PB,T,A,2,8/31/16,10:33:00,330.8,27.9,PBTA2,LPS2641,2503503,52.6,22.1,pre
BA,C,A,1,8/31/16,10:35:00,345,28.5,BACA1,LPS2633,2503204,54,25.3,na
PB,T,A,3,8/31/16,10:35:00,459.9,27.8,PBTA3,LPS2641,2503503,57.3,24.3,pre
BA,C,A,2,8/31/16,10:36:00,369.6,28.2,BACA2,LPS2633,2503204,55,25.7,na
PB,T,A,4,8/31/16,10:36:00,544.2,27.7,PBTA4,LPS2641,2503503,59.6,25.6,pre
BA,C,A,3,8/31/16,10:38:00,399.4,28.2,BACA3,LPS2633,2503204,55.9,26,na
BA,C,A,4,8/31/16,10:40:00,516.6,28.2,BACA4,LPS2633,2503204,59.3,27.4,na
BA,C,A,5,8/31/16,10:41:00,322,28.3,BACA5,LPS2633,2503204,53.1,25,na
BA,C,A,6,8/31/16,10:43:00,442.9,28.5,BACA6,LPS2633,2503204,57.5,26.9,na
BA,C,A,7,8/31/16,10:44:00,342.5,28.4,BACA7,LPS2633,2503204,53.6,24.7,na
BA,C,A,8,8/31/16,10:46:00,393.4,28.5,BACA8,LPS2633,2503204,55,24.8,na
DW,T,A,1,8/31/16,10:47:00,172.2,28.2,DWTA1,LPS2641,2503503,41.6,16.8,pre
SF,C,B,1,8/31/16,10:47:00,374.9,28.5,SFCB1,LPS2633,2503204,55.3,26,na
DW,T,A,2,8/31/16,10:49:00,474.8,28.6,DWTA2,LPS2641,2503503,57.7,24.5,pre
SF,C,B,2,8/31/16,10:49:00,617.1,28.4,SFCB2,LPS2633,2503204,61.7,28.8,na
DW,T,A,3,8/31/16,10:50:00,454.4,28.7,DWTA3,LPS2641,2503503,57.5,24.9,pre
SF,C,B,3,8/31/16,10:51:00,645.8,28.1,SFCB3,LPS2633,2503204,62.3,29.1,na
DW,T,A,4,8/31/16,10:52:00,399.1,28.9,DWTA4,LPS2641,2503503,55.6,23.9,pre
SF,C,B,4,8/31/16,10:53:00,621,27.9,SFCB4,LPS2633,2503204,61.9,29.1,na
DW,C,A,1,8/31/16,10:54:00,618.1,29.2,DWCA1,LPS2641,2503503,61,26,na
DW,C,A,2,8/31/16,10:55:00,676,28.9,DWCA2,LPS2641,2503503,62.3,27,na
SF,C,B,5,8/31/16,10:55:00,593.5,28.1,SFCB5,LPS2633,2503204,61.3,28.8,na
DW,C,A,3,8/31/16,10:57:00,452.7,28.6,DWCA3,LPS2641,2503503,57,24.2,na
SF,C,B,6,8/31/16,10:57:00,646.7,28.2,SFCB6,LPS2633,2503204,62.2,29,na
DW,C,A,4,8/31/16,10:59:00,622.3,28.6,DWCA4,LPS2641,2503503,61,25.9,na
SF,C,B,7,8/31/16,10:59:00,558.4,28.3,SFCB7,LPS2633,2503204,60.9,29.1,na
DW,C,A,5,8/31/16,11:01:00,592.5,28.5,DWCA5,LPS2641,2503503,60.2,25.1,na
SF,C,B,8,8/31/16,11:01:00,525.6,28.3,SFCB8,LPS2633,2503204,59.7,27.9,na
DW,C,A,6,8/31/16,11:02:00,555.6,28.4,DWCA6,LPS2641,2503503,59.4,24.9,na
PB,C,B,1,8/31/16,11:02:00,581.2,28.1,PBCB1,LPS2633,2503204,61,28.4,na
DW,C,A,7,8/31/16,11:04:00,240.6,28.3,DWCA7,LPS2641,2503503,49.9,23.3,na
DW,C,A,8,8/31/16,11:05:00,449,28.4,DWCA8,LPS2641,2503503,56.7,23.6,na
PB,C,B,2,8/31/16,11:05:00,582.7,27.8,PBCB2,LPS2633,2503204,60.9,28.3,na
PB,C,A,1,8/31/16,11:07:00,732.3,28.6,PBCA1,LPS2641,2503503,63.4,27.7,na
PB,C,B,3,8/31/16,11:07:00,497.1,28.1,PBCB3,LPS2633,2503204,59.1,27.8,na
PB,C,A,2,8/31/16,11:09:00,765.2,28.5,PBCA2,LPS2641,2503503,63.7,27.7,na
PB,C,B,4,8/31/16,11:09:00,572,28.6,PBCB4,LPS2633,2503204,61.1,29,na
PB,C,B,5,8/31/16,11:10:00,545.1,28.8,PBCB5,LPS2633,2503204,60.3,28.3,na
PB,C,A,3,8/31/16,11:11:00,851.2,28.5,PBCA3,LPS2641,2503503,64.9,28.2,na
PB,C,B,6,8/31/16,11:12:00,599.8,29.1,PBCB6,LPS2633,2503204,60.9,27.9,na
PB,C,A,4,8/31/16,11:13:00,788,28.4,PBCA4,LPS2641,2503503,64.1,27.8,na
PB,C,A,5,8/31/16,11:14:00,783.7,28.2,PBCA5,LPS2641,2503503,64,27.8,na
PB,C,B,7,8/31/16,11:14:00,593,29.5,PBCB7,LPS2633,2503204,61.4,29,na
PB,C,A,6,8/31/16,11:16:00,871.6,28.1,PBCA6,LPS2641,2503503,65.2,28.4,na
PB,C,B,8,8/31/16,11:16:00,605,29.4,PBCB8,LPS2633,2503204,61.8,29.4,na
DW,C,B,1,8/31/16,11:18:00,166.8,29.6,DWCB1,LPS2633,2503204,41.5,18.7,na
DW,C,B,2,8/31/16,11:19:00,408.9,29.6,DWCB2,LPS2633,2503204,55.6,25.1,na
PB,C,A,7,8/31/16,11:19:00,812.6,27.8,PBCA7,LPS2641,2503503,64.5,28.1,na
PB,C,A,8,8/31/16,11:20:00,641.1,27.5,PBCA8,LPS2641,2503503,61.4,26.1,na
DW,C,B,3,8/31/16,11:21:00,345.2,29.6,DWCB3,LPS2633,2503204,53.4,24.3,na
DW,C,B,4,8/31/16,11:23:00,101.5,29.5,DWCB4,LPS2633,2503204,31.2,12.6,na
DW,C,B,5,8/31/16,11:24:00,232.8,29.6,DWCB5,LPS2633,2503204,46.8,20.9,na
DW,C,B,6,8/31/16,11:25:00,315.2,29.7,DWCB6,LPS2633,2503204,52.2,24,na
DW,C,B,7,8/31/16,11:27:00,100.4,29.9,DWCB7,LPS2633,2503204,34.2,16.6,na
DW,C,B,8,8/31/16,11:28:00,526.5,30.2,DWCB8,LPS2633,2503204,58.8,26.3,na
BA,C,B,1,8/31/16,11:29:00,537.8,30.2,BACB1,LPS2641,2503503,58.9,24.7,na
SF,C,A,1,8/31/16,11:29:00,599.1,30.1,SFCA1,LPS2633,2503204,61.6,29.2,na
SF,C,A,2,8/31/16,11:31:00,703.8,29.7,SFCA2,LPS2633,2503204,63.3,29.8,na
BA,C,B,2,8/31/16,11:32:00,468,29.2,BACB2,LPS2641,2503503,57.8,24.9,na
BA,C,B,3,8/31/16,11:33:00,263.9,28.9,BACB3,LPS2641,2503503,48.9,20.3,na
SF,C,A,3,8/31/16,11:33:00,592.5,29.7,SFCA3,LPS2633,2503204,61.6,29.4,na
SF,C,A,4,8/31/16,11:35:00,599.8,29.7,SFCA4,LPS2633,2503204,61.3,28.6,na
BA,C,B,4,8/31/16,11:36:00,539.5,28.8,BACB4,LPS2641,2503503,59.7,25.9,na
BA,C,B,5,8/31/16,11:37:00,396.8,28.8,BACB5,LPS2641,2503503,55.8,24.4,na
SF,C,A,5,8/31/16,11:37:00,685.1,29.5,SFCA5,LPS2633,2503204,63.1,29.7,na
BA,C,B,6,8/31/16,11:39:00,601.4,29,BACB6,LPS2641,2503503,61.3,27.1,na
SF,C,A,6,8/31/16,11:39:00,633.2,29.2,SFCA6,LPS2633,2503204,62.2,29.3,na
BA,C,B,7,8/31/16,11:41:00,505.2,29.5,BACB7,LPS2641,2503503,59,25.8,na
BA,C,B,8,8/31/16,11:42:00,599.8,29.6,BACB8,LPS2641,2503503,60.6,25.8,na
SF,C,A,7,8/31/16,11:43:00,716.7,29.7,SFCA7,LPS2633,2503204,63.2,29.2,na
SF,C,A,8,8/31/16,11:46:00,640.3,30.4,SFCA8,LPS2633,2503204,62.1,29.2,na
BA,T,A,5,8/31/16,11:47:00,545,29.9,BATA5,LPS2641,2503503,59.7,25.7,post
BA,T,A,6,8/31/16,11:50:00,515.4,30.1,BATA6,LPS2641,2503503,58.7,25,post
BA,T,A,7,8/31/16,11:52:00,607.2,30,BATA7,LPS2641,2503503,61.3,26.9,post
BA,T,A,8,8/31/16,11:55:00,306,29.6,BATA8,LPS2641,2503503,51.9,22.5,post
SF,T,B,5,8/31/16,11:59:00,729.3,29.3,SFTB5,LPS2641,2503503,63.1,27.4,post
SF,T,B,6,8/31/16,12:02:00,837,29.3,SFTB6,LPS2641,2503503,64.9,28.6,post
SF,T,B,7,8/31/16,12:03:00,861.6,29.2,SFTB7,LPS2641,2503503,65.3,28.9,post
SF,T,B,8,8/31/16,12:05:00,831.2,29.1,SFTB8,LPS2641,2503503,64.7,28.3,post
PB,T,B,5,8/31/16,12:10:00,433.5,29.1,PBTB5,LPS2641,2503503,56.4,23.8,post
PB,T,B,6,8/31/16,12:13:00,688.1,28.7,PBTB6,LPS2641,2503503,62.7,27.5,post
PB,T,B,7,8/31/16,12:16:00,557.5,28.4,PBTB7,LPS2641,2503503,60,25.8,post
PB,T,B,8,8/31/16,12:18:00,458.1,28.2,PBTB8,LPS2641,2503503,57.7,25,post
DW,T,B,5,8/31/16,12:23:00,420.3,28,DWTB5,LPS2641,2503503,54.8,21.5,post
DW,T,B,6,8/31/16,12:33:00,607.6,28.5,DWTB6,LPS2641,2503503,60.5,25.3,post
DW,T,B,7,8/31/16,12:35:00,324.1,28.4,DWTB7,LPS2641,2503503,52.7,22.7,post
DW,T,B,8,8/31/16,12:37:00,364,28.3,DWTB8,LPS2641,2503503,54.9,24.4,post
SF,T,A,5,8/31/16,12:39:00,819.8,28.3,SFTA5,LPS2641,2503503,64.6,28.2,post
SF,T,A,6,8/31/16,12:42:00,877.6,28.3,SFTA6,LPS2641,2503503,65.1,28.2,post
SF,T,A,7,8/31/16,12:44:00,859.6,28.1,SFTA7,LPS2641,2503503,65.1,28.6,post
SF,T,A,8,8/31/16,12:46:00,860.6,27.9,SFTA8,LPS2641,2503503,65.1,28.6,post
BA,T,B,5,8/31/16,12:50:00,489.7,27.9,BATB5,LPS2641,2503503,58.1,24.7,post
BA,T,B,6,8/31/16,12:52:00,632.7,27.9,BATB6,LPS2641,2503503,61.9,27.2,post
BA,T,B,7,8/31/16,12:54:00,410.3,28.1,BATB7,LPS2641,2503503,56.2,24.4,post
BA,T,B,8,8/31/16,12:57:00,453.5,28.4,BATB8,LPS2641,2503503,57.7,25.3,post
PB,T,A,5,8/31/16,13:11:00,511.9,28.6,PBTA5,LPS2641,2503503,58.4,24.5,post
PB,T,A,6,8/31/16,13:13:00,418,28.3,PBTA6,LPS2641,2503503,56.2,24.2,post
PB,T,A,7,8/31/16,13:15:00,495.1,28.1,PBTA7,LPS2641,2503503,58.6,25.3,post
PB,T,A,8,8/31/16,13:16:00,532.1,27.9,PBTA8,LPS2641,2503503,59.5,25.8,post
DW,T,A,5,8/31/16,13:18:00,411.1,27.9,DWTA5,LPS2641,2503503,56.2,24.4,post
DW,T,A,6,8/31/16,13:20:00,217.4,28.2,DWTA6,LPS2641,2503503,47.1,20.8,post
DW,T,A,7,8/31/16,13:22:00,504,28.5,DWTA7,LPS2641,2503503,59.6,26.9,post
DW,T,A,8,8/31/16,13:23:00,714.9,28.7,DWTA8,LPS2641,2503503,62.6,26.5,post
BA,T,A,1,9/2/16,8:31:00,358.2,28,BATA1,LPS2641,2503702,53.4,21.1,pre
BA,T,A,2,9/2/16,8:32:00,512.1,28.2,BATA2,LPS2641,2503702,58,22.7,pre
BA,T,A,3,9/2/16,8:34:00,246.1,28.3,BATA3,LPS2641,2503702,47.8,18.8,pre
BA,T,A,4,9/2/16,8:38:00,314.5,29,BATA4,LPS2641,2503702,51.8,20.9,pre
SF,T,B,1,9/2/16,8:40:00,690.7,29.1,SFTB1,LPS2641,2503702,62.1,25.3,pre
SF,T,B,2,9/2/16,8:42:00,456.9,29.1,SFTB2,LPS2641,2503702,57.1,23.2,pre
SF,T,B,3,9/2/16,8:43:00,646,29.2,SFTB3,LPS2641,2503702,61.4,25.2,pre
