spp,t_c,block,sample,date,time,conductance,temp_C,sample_ID,sensor_serial_num,sensor_calNum,leaf_sensor_RH,filter_sensor_RH,pre_post
CO,C,A,7,9/28/16,10:34,6.8,30.2,COCA7,LPS2641,2203709,39.5,15.8,na
CO,C,A,8,9/28/16,10:35,7.3,30.1,COCA8,LPS2641,2203709,38.8,15.7,na
CO,C,A,1,9/30/16,9:05,6.2,31.3,COCA1,LPS2641,2203608,41.5,17.3,na
CO,C,A,2,9/30/16,9:07,10,31.4,COCA2,LPS2641,2203608,32.9,13.3,na
CO,C,A,3,9/30/16,9:08,10.5,31.3,COCA3,LPS2641,2203608,31.1,11.7,na
CO,C,A,4,9/30/16,9:10,6.7,31.1,COCA4,LPS2641,2203608,39.6,16.1,na
CO,C,A,5,9/30/16,9:11,7.1,30.9,COCA5,LPS2641,2203608,39.1,16.1,na
CO,C,A,6,9/30/16,9:13,9.8,31,COCA6,LPS2641,2203608,33,13.2,na
CO,C,A,7,9/30/16,9:14,5.3,30.8,COCA7,LPS2641,2203608,44,18.3,na
CO,C,A,8,9/30/16,9:16,5.1,30.5,COCA8,LPS2641,2203608,44.1,17.8,na
LE,C,A,1,9/21/16,10:09,11.9,30.7,LECA1,LPS2641,3003303,29.4,12.5,na
LE,C,A,2,9/21/16,10:11,5.4,30.7,LECA2,LPS2641,3003303,42.6,18,na
LE,C,A,3,9/21/16,10:13,9.6,30.7,LECA3,LPS2641,3003303,32.9,14,na
LE,C,A,4,9/21/16,10:15,1.4,30.8,LECA4,LPS2641,3003303,60.7,23.7,na
LE,C,A,5,9/21/16,10:16,15.2,30.7,LECA5,LPS2641,3003303,26,11.5,na
LE,C,A,6,9/21/16,10:18,0.6,30.7,LECA6,LPS2641,3003303,66.8,22.2,na
LE,C,A,7,9/21/16,10:20,10.1,30.6,LECA7,LPS2641,3003303,31.9,13.5,na
LE,C,A,8,9/21/16,10:22,9.3,30.9,LECA8,LPS2641,3003303,33.4,14.2,na
LE,C,A,1,9/23/16,9:35,6.9,29.3,LECA1,LPS2641,2203305,38.9,17,na
LE,C,A,2,9/23/16,9:37,33,29.6,LECA2,LPS2641,2203305,13.7,5.1,na
LE,C,A,3,9/23/16,9:38,18,29.6,LECA3,LPS2641,2203305,22.9,9.8,na
LE,C,A,4,9/23/16,9:40,8.5,29.6,LECA4,LPS2641,2203305,35.3,15.2,na
LE,C,A,5,9/23/16,10:07,3.3,28.8,LECA5,LPS2641,2203305,50.3,21,na
LE,C,A,6,9/23/16,10:09,12.6,28.5,LECA6,LPS2641,2203305,28.9,12.6,na
LE,C,A,7,9/23/16,10:11,8.4,28.2,LECA7,LPS2641,2203305,35.5,15.3,na
LE,C,A,8,9/23/16,10:12,0.3,28.2,LECA8,LPS2641,2203305,70.4,21.1,na
LE,C,A,1,9/26/16,8:49,13.8,32.9,LECA1,LPS2641,2204107,31,13.7,na
LE,C,A,2,9/26/16,8:51,14.9,32.9,LECA2,LPS2641,2204107,30.4,14,na
LE,C,A,3,9/26/16,8:52,28.9,32.9,LECA3,LPS2641,2204107,19.7,8.8,na
LE,C,A,4,9/26/16,8:54,11.7,33,LECA4,LPS2641,2204107,32.3,13,na
LE,C,A,5,9/26/16,8:56,49.8,33.1,LECA5,LPS2641,2204107,12.2,4.8,na
LE,C,A,6,9/26/16,8:56,49.8,32.9,LECA6,LPS2641,2204107,11.9,4.6,na
LE,C,A,7,9/26/16,8:57,29.6,33,LECA7,LPS2641,2204107,19.1,8.3,na
LE,C,A,8,9/26/16,8:59,28.2,33,LECA8,LPS2641,2204107,19.8,8.7,na
LE,C,A,1,9/28/16,10:37,21.2,30.2,LECA1,LPS2641,2203709,21.9,9.2,na
LE,C,A,2,9/28/16,10:39,11.3,30.2,LECA2,LPS2641,2203709,32.3,14,na
LE,C,A,3,9/28/16,10:41,15.7,30.3,LECA3,LPS2641,2203709,26.9,11.6,na
LE,C,A,4,9/28/16,10:42,9.7,30.5,LECA4,LPS2641,2203709,34.6,14.7,na
LE,C,A,5,9/28/16,10:44,9.2,30.6,LECA5,LPS2641,2203709,35.6,15.3,na
LE,C,A,6,9/28/16,10:45,21.8,30.5,LECA6,LPS2641,2203709,21.6,9.1,na
LE,C,A,7,9/28/16,10:48,15.8,30.5,LECA7,LPS2641,2203709,25.6,10.1,na
LE,C,A,8,9/28/16,10:49,31.3,30.6,LECA8,LPS2641,2203709,16.8,7.1,na
LE,C,A,1,9/30/16,9:17,21.1,30.3,LECA1,LPS2641,2203608,21.4,8.9,na
LE,C,A,2,9/30/16,9:18,40,30.3,LECA2,LPS2641,2203608,13.2,5.3,na
LE,C,A,3,9/30/16,9:19,9.1,30.3,LECA3,LPS2641,2203608,34.7,14.3,na
LE,C,A,4,9/30/16,9:21,23.4,30.3,LECA4,LPS2641,2203608,19.8,8.1,na
LE,C,A,5,9/30/16,9:22,22.1,30.4,LECA5,LPS2641,2203608,20.4,8.2,na
LE,C,A,6,9/30/16,9:23,25.2,30.5,LECA6,LPS2641,2203608,17.7,6.4,na
LE,C,A,7,9/30/16,9:24,29,30.5,LECA7,LPS2641,2203608,16.7,6.6,na
LE,C,A,8,9/30/16,9:25,11.4,30.4,LECA8,LPS2641,2203608,30.7,12.4,na
SO,C,A,1,9/21/16,9:58,4.8,31.7,SOCA1,LPS2641,3003303,45.1,19.8,na
SO,C,A,2,9/21/16,9:59,5.3,31.7,SOCA2,LPS2641,3003303,43.9,19.5,na
SO,C,A,3,9/21/16,10:01,6.3,31.6,SOCA3,LPS2641,3003303,40.7,18,na
SO,C,A,4,9/21/16,10:02,4.8,31.6,SOCA4,LPS2641,3003303,45.3,20.3,na
SO,C,A,5,9/21/16,10:03,4.2,31.4,SOCA5,LPS2641,3003303,47,20.5,na
SO,C,A,6,9/21/16,10:05,3.2,31,SOCA6,LPS2641,3003303,51.4,22.5,na
SO,C,A,7,9/21/16,10:06,6.1,30.9,SOCA7,LPS2641,3003303,40.9,17.8,na
SO,C,A,8,9/21/16,10:07,4.1,30.8,SOCA8,LPS2641,3003303,47.9,21.1,na
SO,C,A,1,9/23/16,9:42,4.6,29.6,SOCA1,LPS2641,2203305,45.7,19.9,na
SO,C,A,2,9/23/16,9:43,5,29.9,SOCA2,LPS2641,2203305,44.4,19.5,na
SO,C,A,3,9/23/16,9:45,5.2,29.9,SOCA3,LPS2641,2203305,44.3,19.7,na
SO,C,A,4,9/23/16,9:47,8,29.9,SOCA4,LPS2641,2203305,36.1,15.5,na
SO,C,A,5,9/23/16,9:49,4.9,29.9,SOCA5,LPS2641,2203305,44.7,19.6,na
SO,C,A,6,9/23/16,9:50,4,30,SOCA6,LPS2641,2203305,48.5,21.7,na
SO,C,A,7,9/23/16,9:52,4.6,29.9,SOCA7,LPS2641,2203305,46.4,21,na
SO,C,A,8,9/23/16,9:53,4.4,30.1,SOCA8,LPS2641,2203305,46.5,20.5,na
SO,C,A,1,9/26/16,9:00,7.2,33.1,SOCA1,LPS2641,2204107,41.6,17.9,na
SO,C,A,2,9/26/16,9:01,13,33.1,SOCA2,LPS2641,2204107,32.3,14.6,na
SO,C,A,3,9/26/16,9:02,5.1,33.1,SOCA3,LPS2641,2204107,47.5,21,na
SO,C,A,4,9/26/16,9:04,42.6,33,SOCA4,LPS2641,2204107,14,5.7,na
SO,C,A,5,9/26/16,9:05,5,32.9,SOCA5,LPS2641,2204107,48.2,21.5,na
SO,C,A,6,9/26/16,9:06,3.1,33,SOCA6,LPS2641,2204107,54.9,24.2,na
SO,C,A,7,9/26/16,9:08,5.6,33.2,SOCA7,LPS2641,2204107,45.9,20.1,na
SO,C,A,8,9/26/16,9:09,5.4,33.3,SOCA8,LPS2641,2204107,46.2,19.8,na
SO,C,A,1,9/28/16,10:50,7.2,30.6,SOCA1,LPS2641,2203709,39.6,16.7,na
SO,C,A,2,9/28/16,10:52,8.4,30.8,SOCA2,LPS2641,2203709,37,15.7,na
SO,C,A,3,9/28/16,10:53,5.3,30.9,SOCA3,LPS2641,2203709,45,19.4,na
SO,C,A,4,9/28/16,10:54,5.3,30.9,SOCA4,LPS2641,2203709,45.3,19.7,na
SO,C,A,5,9/28/16,10:55,7.1,31,SOCA5,LPS2641,2203709,40,17,na
SO,C,A,6,9/28/16,10:56,4.8,31,SOCA6,LPS2641,2203709,46.3,19.4,na
SO,C,A,7,9/28/16,10:58,24.5,30.9,SOCA7,LPS2641,2203709,19,7.3,na
SO,C,A,8,9/28/16,10:59,5.3,30.9,SOCA8,LPS2641,2203709,43.9,17.9,na
SO,C,A,1,9/30/16,9:26,2,30.4,SOCA1,LPS2641,2203608,57.5,23.1,na
SO,C,A,2,9/30/16,9:28,9.2,30.5,SOCA2,LPS2641,2203608,34.8,14.6,na
SO,C,A,3,9/30/16,9:29,5.3,30.5,SOCA3,LPS2641,2203608,43.9,18.3,na
SO,C,A,4,9/30/16,9:30,6.8,30.5,SOCA4,LPS2641,2203608,39.9,16.7,na
SO,C,A,5,9/30/16,9:31,4.8,30.4,SOCA5,LPS2641,2203608,45.2,18.5,na
SO,C,A,6,9/30/16,9:32,4.2,30.5,SOCA6,LPS2641,2203608,47.7,20,na
SO,C,A,7,9/30/16,9:34,6.1,30.5,SOCA7,LPS2641,2203608,41.2,16.6,na
SO,C,A,8,9/30/16,9:35,4.7,30.4,SOCA8,LPS2641,2203608,46.6,20.1,na
CO,T,A,1,9/21/16,8:43,4.2,30.8,COTA1,LPS2641,3003303,46.5,19.4,pre
CO,T,A,3,9/21/16,8:45,1.8,31,COTA3,LPS2641,3003303,59.2,25.9,pre
CO,T,A,2,9/21/16,8:48,0.7,31.6,COTA2,LPS2641,3003303,69,30.5,pre
CO,T,A,4,9/21/16,8:53,3.6,31.6,COTA4,LPS2641,3003303,48.8,20.5,pre
CO,T,A,5,9/21/16,10:38,5.5,30.2,COTA5,LPS2641,3003303,42.6,18.4,post
CO,T,A,6,9/21/16,10:40,3,30.3,COTA6,LPS2641,3003303,52.5,22.8,post
CO,T,A,7,9/21/16,10:42,5.6,30.1,COTA7,LPS2641,3003303,42,17.9,post
CO,T,A,8,9/21/16,10:44,2.7,30.1,COTA8,LPS2641,3003303,53.6,23.2,post
CO,T,A,1,9/23/16,8:31,7,26.3,COTA1,LPS2641,2203305,38.9,17,pre
CO,T,A,2,9/23/16,8:33,3.4,26.5,COTA2,LPS2641,2203305,50.2,21.5,pre
CO,T,A,3,9/23/16,8:34,2.9,26.5,COTA3,LPS2641,2203305,51.2,20.1,pre
CO,T,A,4,9/23/16,8:36,12.9,26.6,COTA4,LPS2641,2203305,26.9,10.4,pre
CO,T,A,5,9/23/16,11:10,9.3,29.5,COTA5,LPS2641,2203305,34.5,15.5,post
CO,T,A,6,9/23/16,11:17,4.5,27.7,COTA6,LPS2641,2203305,46.3,20.3,post
CO,T,A,7,9/23/16,11:20,5.5,27.6,COTA7,LPS2641,2203305,43,18.9,post
CO,T,A,8,9/23/16,11:22,3.5,27.5,COTA8,LPS2641,2203305,50.1,21.7,post
CO,T,A,1,9/26/16,7:59,6.1,26.7,COTA1,LPS2641,2204107,43.8,18,pre
CO,T,A,2,9/26/16,8:01,8.8,27.1,COTA2,LPS2641,2204107,38.6,16.9,pre
CO,T,A,3,9/26/16,8:02,16.4,27.7,COTA3,LPS2641,2204107,28.3,12.4,pre
CO,T,A,4,9/26/16,8:04,3.8,28.4,COTA4,LPS2641,2204107,52.1,22.5,pre
CO,T,A,5,9/26/16,9:42,15.1,31.4,COTA5,LPS2641,2204107,29.3,12.8,post
CO,T,A,6,9/26/16,9:43,6.8,31.4,COTA6,LPS2641,2204107,42.9,18.8,post
CO,T,A,7,9/26/16,9:45,17.2,31.3,COTA7,LPS2641,2204107,27.1,11.7,post
CO,T,A,8,9/26/16,9:46,15.2,31.3,COTA8,LPS2641,2204107,29.5,13.2,post
CO,T,A,1,9/28/16,8:50,5.8,28.3,COTA1,LPS2641,2203709,42.5,17,pre
CO,T,A,2,9/28/16,8:52,6.6,28.6,COTA2,LPS2641,2203709,41.5,17.8,pre
CO,T,A,3,9/28/16,8:53,9.1,28.8,COTA3,LPS2641,2203709,36.4,16,pre
CO,T,A,4,9/28/16,8:54,8.8,29.1,COTA4,LPS2641,2203709,36.5,15.6,pre
CO,T,A,5,9/28/16,9:51,13.1,28.4,COTA5,LPS2641,2203709,25.7,7.7,post
CO,T,A,6,9/28/16,9:53,8.6,28.5,COTA6,LPS2641,2203709,36.6,15.3,post
CO,T,A,7,9/28/16,9:55,11.8,28.7,COTA7,LPS2641,2203709,31.2,13.1,post
CO,T,A,8,9/28/16,9:57,16.9,29.1,COTA8,LPS2641,2203709,24.7,9.8,post
CO,T,A,1,9/30/16,7:50,21.1,26.9,COTA1,LPS2641,2203608,21.4,8.7,pre
CO,T,A,2,9/30/16,7:52,8.3,27.1,COTA2,LPS2641,2203608,36.3,14.8,pre
CO,T,A,3,9/30/16,7:53,2.1,27.3,COTA3,LPS2641,2203608,56.1,21.1,pre
CO,T,A,4,9/30/16,7:55,8.6,27.4,COTA4,LPS2641,2203608,35.7,14.6,pre
CO,T,A,5,9/30/16,8:37,16.7,31.9,COTA5,LPS2641,2203608,24,9.3,post
CO,T,A,6,9/30/16,8:40,4.7,31.6,COTA6,LPS2641,2203608,45.8,19,post
CO,T,A,7,9/30/16,8:41,16.3,31.5,COTA7,LPS2641,2203608,25.6,10.9,post
CO,T,A,8,9/30/16,8:45,7.4,31.6,COTA8,LPS2641,2203608,38.2,15.6,post
LE,T,A,1,9/21/16,8:55,9.3,31.7,LETA1,LPS2641,3003303,33.3,14,pre
LE,T,A,2,9/21/16,8:57,9.5,31.7,LETA2,LPS2641,3003303,33.3,14.5,pre
LE,T,A,3,9/21/16,8:58,8.7,31.9,LETA3,LPS2641,3003303,34.3,14.5,pre
LE,T,A,4,9/21/16,9:00,8.3,32.1,LETA4,LPS2641,3003303,35.1,14.8,pre
LE,T,A,5,9/21/16,10:46,9.2,30.4,LETA5,LPS2641,3003303,33.3,14,post
LE,T,A,6,9/21/16,10:48,5.7,30.6,LETA6,LPS2641,3003303,42.1,18.4,post
LE,T,A,7,9/21/16,10:49,0.5,30.4,LETA7,LPS2641,3003303,68.7,23.3,post
LE,T,A,8,9/21/16,10:51,2.5,29.7,LETA8,LPS2641,3003303,53.3,21.4,post
LE,T,A,1,9/23/16,8:37,11,26.7,LETA1,LPS2641,2203305,31,13.4,pre
LE,T,A,2,9/23/16,8:39,12.9,26.9,LETA2,LPS2641,2203305,29,13.1,pre
LE,T,A,3,9/23/16,8:40,12.3,27,LETA3,LPS2641,2203305,29.6,13.1,pre
LE,T,A,4,9/23/16,8:41,13.5,27.1,LETA4,LPS2641,2203305,27.8,12.1,pre
LE,T,A,5,9/23/16,11:25,11.6,27.6,LETA5,LPS2641,2203305,31.2,14.3,post
LE,T,A,6,9/23/16,11:27,1.3,27.7,LETA6,LPS2641,2203305,63.3,28.2,post
LE,T,A,7,9/23/16,11:29,12.2,27.6,LETA7,LPS2641,2203305,30.4,14.1,post
LE,T,A,8,9/23/16,11:30,5.3,27.4,LETA8,LPS2641,2203305,43.9,19.4,post
LE,T,A,1,9/26/16,8:07,5.3,29.3,LETA1,LPS2641,2204107,46.4,19.5,pre
LE,T,A,2,9/26/16,8:09,8.6,29.8,LETA2,LPS2641,2204107,38.9,17,pre
LE,T,A,3,9/26/16,8:10,7.1,30.2,LETA3,LPS2641,2204107,42.3,18.5,pre
LE,T,A,4,9/26/16,8:12,6.7,30.7,LETA4,LPS2641,2204107,41.7,16.7,pre
LE,T,A,5,9/26/16,9:47,12.2,31.4,LETA5,LPS2641,2204107,32,13.1,post
LE,T,A,6,9/26/16,9:51,9.4,31.1,LETA6,LPS2641,2204107,37.9,17.1,post
LE,T,A,7,9/26/16,9:53,7.2,30.9,LETA7,LPS2641,2204107,42,18.3,post
LE,T,A,8,9/26/16,9:55,19.7,30.8,LETA8,LPS2641,2204107,25.2,11.1,post
LE,T,A,1,9/28/16,8:55,12.1,29.3,LETA1,LPS2641,2203709,31.6,13.9,pre
LE,T,A,2,9/28/16,8:56,15.3,29.5,LETA2,LPS2641,2203709,28.4,13,pre
LE,T,A,3,9/28/16,8:58,7.5,29.7,LETA3,LPS2641,2203709,39,16.4,pre
LE,T,A,4,9/28/16,8:59,21.1,29.8,LETA4,LPS2641,2203709,22.9,10.3,pre
LE,T,A,5,9/28/16,10:01,18.4,29.7,LETA5,LPS2641,2203709,22.5,8.3,post
LE,T,A,6,9/28/16,10:02,18.5,29.7,LETA6,LPS2641,2203709,24.5,10.6,post
LE,T,A,7,9/28/16,10:03,7.8,29.8,LETA7,LPS2641,2203709,38.3,16.3,post
LE,T,A,8,9/28/16,10:04,6.2,29.8,LETA8,LPS2641,2203709,41.3,16.5,post
LE,T,A,1,9/30/16,7:57,6.8,27.7,LETA1,LPS2641,2203608,38.9,15.2,pre
LE,T,A,2,9/30/16,7:58,15.4,27.9,LETA2,LPS2641,2203608,26.1,10.7,pre
LE,T,A,3,9/30/16,8:00,11.8,28.1,LETA3,LPS2641,2203608,30.5,12.6,pre
LE,T,A,4,9/30/16,8:01,19.6,28.2,LETA4,LPS2641,2203608,22.9,9.7,pre
LE,T,A,5,9/30/16,8:48,15.2,31.3,LETA5,LPS2641,2203608,26.5,11,post
LE,T,A,6,9/30/16,8:50,9.7,31.1,LETA6,LPS2641,2203608,33.7,13.9,post
LE,T,A,7,9/30/16,8:53,14.7,31.1,LETA7,LPS2641,2203608,26.9,11.2,post
LE,T,A,8,9/30/16,8:54,13.4,31,LETA8,LPS2641,2203608,28.9,12.5,post
SO,T,A,1,9/21/16,9:01,6.3,32.3,SOTA1,LPS2641,3003303,40.4,17.7,pre
SO,T,A,2,9/21/16,9:03,6.5,32.4,SOTA2,LPS2641,3003303,40,17.7,pre
SO,T,A,3,9/21/16,9:04,4.1,32.4,SOTA3,LPS2641,3003303,47.5,20.5,pre
SO,T,A,4,9/21/16,9:06,5.3,32.6,SOTA4,LPS2641,3003303,43.2,18.7,pre
SO,T,A,5,9/21/16,10:52,4.8,29.6,SOTA5,LPS2641,3003303,44.9,19.4,post
SO,T,A,6,9/21/16,10:54,4.6,29.8,SOTA6,LPS2641,3003303,45.5,19.6,post
SO,T,A,7,9/21/16,10:56,3.1,30,SOTA7,LPS2641,3003303,51.8,22.5,post
SO,T,A,8,9/21/16,10:58,4,30,SOTA8,LPS2641,3003303,48.6,21.7,post
SO,T,A,1,9/23/16,8:46,7.2,27.8,SOTA1,LPS2641,2203305,38.1,16.4,pre
SO,T,A,2,9/23/16,8:47,9.5,28.1,SOTA2,LPS2641,2203305,33.8,14.8,pre
SO,T,A,3,9/23/16,8:48,5,28.2,SOTA3,LPS2641,2203305,44.2,19.1,pre
SO,T,A,4,9/23/16,8:50,4.5,28.2,SOTA4,LPS2641,2203305,46.3,20.3,pre
SO,T,A,5,9/23/16,11:32,5.7,27.4,SOTA5,LPS2641,2203305,43.1,19.6,post
SO,T,A,6,9/23/16,11:34,3.8,27.8,SOTA6,LPS2641,2203305,50.1,22.9,post
SO,T,A,7,9/23/16,11:35,6.7,27.9,SOTA7,LPS2641,2203305,40.7,18.6,post
SO,T,A,8,9/23/16,11:37,4.5,28,SOTA8,LPS2641,2203305,46.9,21.2,post
SO,T,A,1,9/26/16,8:13,7.3,31.1,SOTA1,LPS2641,2204107,41.7,18.3,pre
SO,T,A,2,9/26/16,8:14,6.2,31.4,SOTA2,LPS2641,2204107,44.6,19.9,pre
SO,T,A,3,9/26/16,8:15,6.3,31.6,SOTA3,LPS2641,2204107,44.1,19.3,pre
SO,T,A,4,9/26/16,8:17,6.2,31.8,SOTA4,LPS2641,2204107,44.5,19.5,pre
SO,T,A,5,9/26/16,10:07,9.4,30.2,SOTA5,LPS2641,2204107,37.5,16.4,post
SO,T,A,6,9/26/16,10:08,6.5,29.9,SOTA6,LPS2641,2204107,43.5,19,post
SO,T,A,7,9/26/16,10:10,8.3,29.6,SOTA7,LPS2641,2204107,39.5,17.1,post
SO,T,A,8,9/26/16,10:12,5.2,29.1,SOTA8,LPS2641,2204107,47.2,20.3,post
SO,T,A,1,9/28/16,9:01,4.8,29.9,SOTA1,LPS2641,2203709,46.6,19.9,pre
SO,T,A,2,9/28/16,9:02,10.1,29.9,SOTA2,LPS2641,2203709,34.4,15,pre
SO,T,A,3,9/28/16,9:04,8.5,30,SOTA3,LPS2641,2203709,38,17,pre
SO,T,A,4,9/28/16,9:06,5.8,30,SOTA4,LPS2641,2203709,43.3,18.4,pre
SO,T,A,5,9/28/16,10:09,5.8,30.2,SOTA5,LPS2641,2203709,42.6,17.4,post
SO,T,A,6,9/28/16,10:14,4.5,30.7,SOTA6,LPS2641,2203709,46.9,19.5,post
SO,T,A,7,9/28/16,10:15,8,30.5,SOTA7,LPS2641,2203709,37.7,15.9,post
SO,T,A,8,9/28/16,10:16,7.4,30.3,SOTA8,LPS2641,2203709,39.4,17,post
SO,T,A,1,9/30/16,8:05,7,28.6,SOTA1,LPS2641,2203608,38.5,15,pre
SO,T,A,2,9/30/16,8:11,9.1,29.2,SOTA2,LPS2641,2203608,34.2,13.6,pre
SO,T,A,3,9/30/16,8:12,9.3,29.4,SOTA3,LPS2641,2203608,34.9,14.8,pre
SO,T,A,4,9/30/16,8:14,6.6,29.8,SOTA4,LPS2641,2203608,40.5,16.9,pre
SO,T,A,5,9/30/16,8:58,11.1,31,SOTA5,LPS2641,2203608,30.7,12.2,post
SO,T,A,6,9/30/16,8:59,7.3,30.9,SOTA6,LPS2641,2203608,38.7,16.1,post
SO,T,A,7,9/30/16,9:00,10.9,30.9,SOTA7,LPS2641,2203608,31.2,12.5,post
SO,T,A,8,9/30/16,9:02,6.8,30.9,SOTA8,LPS2641,2203608,39.8,16.5,post
